Name,Price,Old Price,Discount,Rating,Items Left
Genera Generic Portable Mini Lapel K35 Wireless Microphone Plug Play Mics For Iphone & Android,"KSh 1,442","KSh 3,099",53%,3.7 out of 5,
Fashion Men's Outdoor Fashion Casual Sports Shoes - Brown,"KSh 1,352 - KSh 1,499","KSh 2,172 - KSh 2,725",49%,3.5 out of 5,
Fashion New Women Shoes Sports Ladies Shoes Women Sneakers,"KSh 1,590","KSh 2,618",39%,4.4 out of 5,
GUIXIA  Tws Wireless Bluetooth Headsets Earphones Inpods12,KSh 428,KSh 754,43%,3.8 out of 5,
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera Sim 8GB RAM 512GB Bluetooth Blue,"KSh 13,226","KSh 21,000",37%,4.7 out of 5,
Yixin 3 PCS/Sets Tshirt T-shirt Men Wear Men Suit Men Coat Short Sleeve,"KSh 1,299","KSh 1,799",28%,3.8 out of 5,
Fashion Men's Color Stitching Polos Shirts Round Neck Short Sleeve T-shirt Business,KSh 880,"KSh 1,266",30%,3.2 out of 5,
Fashion Women's Shoes Sneakers Women Shoes Ladies,KSh 540,"KSh 1,044",48%,3.5 out of 5,
RichRipple Micro Charging Cable Type-C IPhone 3in1 Fast Cable,KSh 279,KSh 419,33%,3.8 out of 5,
Fashion 2 Piece Men's T-Shirt & Shorts Set,"KSh 1,080","KSh 1,745",38%,3.9 out of 5,
Lenovo LP40 Wireless Earphone Bluetooth 5.0 Headset White,KSh 799,KSh 999,20%,4.3 out of 5,
RichRipple Phone Tripod 3in1 Wireless Remote Control Selfie Stick With LED Light,KSh 456,KSh 699,35%,3.7 out of 5,
Fashion Mens Vintage Graffiti Beach Shirts  Casual Official T-Shirts,KSh 597 - KSh 662,"KSh 1,152",48%,3.3 out of 5,
Wlisth Men's European Business Waterproof Watch,KSh 857,"KSh 1,800",52%,4.4 out of 5,
Fashion Women's WatchWatch + BraceletLeather Strap Casual Ladies Watch + Bracelet-violet,KSh 590,KSh 800,26%,4.1 out of 5,
2.4G Wireless Gaming Mouse RGB Rechargeable Mice Silent Mouse,KSh 712,"KSh 1,249",43%,4.5 out of 5,
Fashion Lace Up Sneakers Women's Shoes-Black,KSh 540,KSh 890,39%,4.5 out of 5,
Fashion Leather Strap Men's Sport Watch-Brown,KSh 854,"KSh 1,763",52%,3.7 out of 5,
Fashion Women Shoes Sneakers Casual Shoes Sport Shoes Running Sneakers,"KSh 1,099","KSh 1,399",21%,4.2 out of 5,
ASHION 2024 Men's Fashion Sneakers Shoes - A Perfect Blend Of Style And Comfort,"KSh 1,280","KSh 2,455",48%,4.1 out of 5,
Professional Electric Hot Comb Straightener,"KSh 1,352","KSh 2,009",33%,4.1 out of 5,
BOMGE 4-Channel Dynamic Wireless Microphone System,"KSh 8,919","KSh 14,893",40%,4.3 out of 5,
Fashion Lace Up Sneakers Men's Shoes-Blue/Beige,"KSh 1,390","KSh 2,618",47%,3.9 out of 5,
Fashion Lace Up Sneakers Men's Shoes-Black Gold,KSh 540,KSh 890,39%,3 out of 5,
"Kezuri Toilet Bathroom Tissue  Holder,Tissue Paper Dispenser",KSh 350,KSh 500,30%,4.3 out of 5,
Fashion Mens Sneakers Mens Fashion Sneakers Trendy Casual Shoes Sport Sneakers,"KSh 2,190","KSh 2,227",2%,4.2 out of 5,
Full Touch Smart Watch Sport Health Bluetooth Call,"KSh 1,630","KSh 2,990",45%,4.3 out of 5,
Fashion Men's Hawaiian Ink Print  Bottom-down Beach Short Sleeve T-Shirt Casual Tops,KSh 900,"KSh 1,378 - KSh 1,500",40%,4 out of 5,
Fashion Men's Formal Casual Shoes - Brown,"KSh 1,290","KSh 1,954",34%,3.9 out of 5,
Ramtons PORTABLE WATER DISPENSER - RM/686 (1YR WRTY),"KSh 1,195",,,4.7 out of 5,
"Men's Hip Hop Pants, Fashionable And Comfortable Jogging Pants",KSh 870,"KSh 1,260",31%,4 out of 5,
Fashion Men's Shoes Men's Basketball Men's Casual Shoes,"KSh 1,290 - KSh 1,390","KSh 2,551 - KSh 2,667",52%,4.1 out of 5,
Fashion Sunglasses Glasses Men's Retro Thick-edge Metal Frame Trendy Sunglasses,KSh 495,KSh 978,49%,4.1 out of 5,
Fashion Men's Formal Casual Peplum Shoes - White,"KSh 1,190","KSh 1,749 - KSh 1,888",37%,3.9 out of 5,
Fashion Mens Sport Hoodies Casual Long Sleeves Sweatshirts,KSh 638,"KSh 980 - KSh 1,125",43%,3.6 out of 5,
Wireless Bluetooth Earphone Sports Headset,KSh 390,KSh 659,41%,3.5 out of 5,
64GB Phone 10 SD Memory Driving Recorder TF Card,KSh 689,"KSh 1,099",37%,3.8 out of 5,
6in1 12 Inch Ring Light+2.1M Tripod Stand For Tiktok Youtube Gift:Mic+Remote,"KSh 1,799","KSh 2,699",33%,4.3 out of 5,
Hair Clipper Hair Trimmer Electric Shaver USB Cordless,KSh 721,"KSh 1,399",48%,4.3 out of 5,
Fashion Men Shoes Sneakers Sport Shoes Casual Shoes Outdoor Shoes Running Shoes,KSh 625,"KSh 1,359",54%,3.8 out of 5,
"ASHION 2024 New Men's Trendy Sneakers - Stylish Colors, Breathable, And Durable","KSh 1,280","KSh 2,455",48%,4 out of 5,
Fashion 3 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,"KSh 1,299","KSh 1,914",32%,3.5 out of 5,
Electric Toothbrushes With 4 Brush Heads - Black,KSh 990,"KSh 1,590",38%,4 out of 5,
Fashion Men's Fashion Trendy Board Shoes - White,KSh 990,"KSh 1,434 - KSh 1,903",48%,3.6 out of 5,
Fashion 3 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,"KSh 1,172","KSh 2,059",43%,3.5 out of 5,
Magnetic Bracelet For Couple,KSh 171,KSh 249,31%,4.2 out of 5,
RichRipple 10000mAh Digital Display Power Bank Premium Black,KSh 859,"KSh 1,541",44%,3.8 out of 5,
Vertical Wireless Mouse Game Mouse,KSh 695,"KSh 1,346",48%,4.3 out of 5,
Fashion Men's Shoes Loafers Slip-Ons Fashion Sneakers Casual Sports Shoes Canvas Shoes,"KSh 1,189","KSh 1,699",30%,3.7 out of 5,
Fashion Knitted Beaines Skullies Beanies Bonnet--Navy Blue,KSh 734,"KSh 1,224",40%,3.9 out of 5,
Fashion 12 Pieces Women's Vintage Earrings Pearls Set,KSh 312,KSh 690,55%,3.9 out of 5,
Fashion 3 Pcs Men's Short Sleeve T-shirt,KSh 999,"KSh 1,922",48%,4 out of 5,
Fashion Hip Hop Cargo Pants Men Streetwear Fashion Sweatpants Male Casual Trousers Pants,"KSh 1,102","KSh 1,382",20%,3.5 out of 5,
Fashion Mens Boots Safety Boots Fashion Mens Shoes Boots Outdoor Hiking Boots -Khaki,"KSh 2,799","KSh 3,902",28%,4.4 out of 5,
Wireless Mouse 2.4G S1000 Plus-bright Black,KSh 339,KSh 522,35%,4 out of 5,
Fashion 2024 Women's New Classic Fashion Sports Casual Shoes - Pink,KSh 771,"KSh 1,117",31%,3.9 out of 5,
C Idea Adults Tablets10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Blcak),"KSh 12,999","KSh 22,999",43%,4.4 out of 5,
Fashion Leisure Butterfly Necklace Bracelet Earring Ring,KSh 349,KSh 399,13%,4.5 out of 5,
Measuring Tool Food Kitchen Scales LCD Digital Cooking Weighing White 10000g,KSh 631,"KSh 1,071",41%,4.3 out of 5,
Fashion Women Bags Ladies Bags Handbags Purse Shoulder Bags Baguette Underarm Bags,KSh 630,"KSh 1,079",42%,4 out of 5,
Fashion Men's Fomal Shoes - Black,"KSh 1,240","KSh 2,057",40%,3.7 out of 5,
BOMGE Wireless Microphone System 2 Handheld Microphone,"KSh 3,100","KSh 5,874",47%,4.1 out of 5,
C Idea 7Inch TAndroid 12 Tablet  With SIM Card Slot 64GB Expand Storage   Pink,"KSh 4,859","KSh 9,000",46%,4.5 out of 5,
"Men's 2-piece Set - T-shirt + Trousers, Hip-hop Athleisure Loose Suit",KSh 880 - KSh 960,"KSh 1,620",46%,3.8 out of 5,
"Back,lumber,neck & Shoulder Posture Corrector/support For Men And Women",KSh 710,"KSh 1,382",49%,3.8 out of 5,
Aluminum Alloy Laptop Stand 6-level +Phone Holder,KSh 555,KSh 888,38%,4.4 out of 5,
1 Din Car Stereo Radio AM/FM Bluetooth Stereo Mp3 Player Voice Control 2 Usb,"KSh 2,500","KSh 3,455",28%,3.8 out of 5,
Boys' Casual Sneakers - White,"KSh 1,200","KSh 2,200",45%,4.5 out of 5,
"Ramtons RM/458 - Digital Glass Microwave, 700W - 20L -Black & Silver","KSh 11,800",,,4.6 out of 5,
Fashion Men Dress Floral Shirt Tribal Print Flower African,"KSh 1,590","KSh 2,095",24%,3.5 out of 5,
Yixin 3 Pack Men's Summer Loose Short Sleeve T-shirt,KSh 919,"KSh 1,671",45%,3.8 out of 5,
Selfie Rechargeable Phone Selfie Super Bright Light Bulb Ring For Makeup/Vlog,KSh 500,KSh 700,29%,3.9 out of 5,
Mythco 46Pcs Socket Wrench Set - Auto Repair Tool Kit Red,KSh 980,"KSh 1,729",43%,4 out of 5,
Fashion Ladies Official Long Turkey Dresses Women Clothes Black,"KSh 1,000","KSh 1,470",32%,3.6 out of 5,
Fashion Men's Oxfords Official Leather Shoes Rubber Italian Business Loafer Brown.,"KSh 2,150","KSh 3,440",38%,4.4 out of 5,
Fashion Men Shoes Loafers Casual Shoes Male Shoes Slip-On Shoes Classic Sneakers,KSh 721 - KSh 799,"KSh 1,774",59%,4.2 out of 5,
Fashion Canvas Bag Large Capacity Shopping Bag For Women Mommy Tote Bag,KSh 608,KSh 899,32%,3.7 out of 5,
Fashion Men's Casual Striped Polo Vintage Long Sleeve T-Shirt - Multicolore,KSh 704,"KSh 1,300",46%,3.7 out of 5,
New Model  Computer Backpack 3-Piece Set - Black,"KSh 1,218","KSh 2,000",39%,3.8 out of 5,
"Microphone With V8 Sound Card BM800 Kit, Condenser Stand","KSh 3,488","KSh 6,724",48%,4.1 out of 5,
Freeyond Smartwatch Sports IP67 Running FY Watch F1,KSh 674,"KSh 1,362",51%,4.3 out of 5,
Fashion 2 In 1 Ladies Handbags Set Women Shoulder Bags Tote Bag Crossbody Bag,"KSh 1,081","KSh 2,021",47%,3.7 out of 5,
Fashion Mens Zipper Turtleneck Long Sleeve Varsity Jackets Lightweight Sport Coats - Black,"KSh 1,250","KSh 1,536",19%,3.6 out of 5,
3 In 1 OTG USB Flash Drive Flash Disk - Black 128GB,KSh 683,"KSh 1,300",47%,3.1 out of 5,
Fashion Mens Sneakers Outdoor Hiking Mesh Fabric Non-slip Sports Breathable Shoes Blue,"KSh 1,050","KSh 1,600",34%,3.5 out of 5,
7200MaH Rechargeable Fan USB Folding Telescopic 7.7 Inch,KSh 902,"KSh 1,500",40%,4.2 out of 5,
F9 Bluetooth Earphone 2000mAh Battery Headset Zw,KSh 469,KSh 599,22%,4 out of 5,
Wireless Headset Bluetooth Earphone,KSh 440,KSh 778,43%,3.8 out of 5,
Rechargeable Cordless Wet And Dry Vacuum Cleaner,"KSh 2,899","KSh 4,799",40%,4 out of 5,
Stereo TwsMacaroon Bluetooth Wireless EarphonesEarbuds Suitable For Apple Samsung Huawei OPPO-White,KSh 316,KSh 629,50%,3.6 out of 5,
Fashion Summer Men Short Sleeve Shirt Breathable Casual Printing Shirts,KSh 596 - KSh 661,KSh 912,35%,3.6 out of 5,
Binbond Top Luxury Stainless Steel Men Waterproof Wristwatch,"KSh 1,128","KSh 2,099",46%,4.4 out of 5,
Cidea C Idea 7 Inch Android 12 Tablet With SIM Card Slot 64GB Expandable Storage Grey,"KSh 4,859","KSh 9,000",46%,3.2 out of 5,
Electric Toothbrushes Whitening With 4 Brush Heads-BLACK,KSh 979,"KSh 1,445",32%,4.2 out of 5,
Fashion 2 Piece Short -sleeved Shirt Mens Soprtswear Trousers Pants,"KSh 1,060","KSh 1,736",39%,4 out of 5,
8'' Ring Light Tripod Stand LED Lights Selfie Phone Holder Phones Accessories,KSh 699,"KSh 1,299",46%,4 out of 5,
Men Perfumes & Solid Balm Set Fragrance,KSh 676,"KSh 1,299",48%,3.8 out of 5,
Genera Wireless Lavalier Microphone Portable Audio Video Recording Mini Mic For IPhone,"KSh 1,484","KSh 2,848",48%,4 out of 5,
Fashion Men's Hawaiian Ink Print  Bottom-down Beach Short Sleeve T-Shirt Casual Tops,KSh 840,"KSh 1,000",16%,4.2 out of 5,
Fashion Men's Hawaiian Ink Print  Bottom-down Beach Short Sleeve T-Shirt Casual Tops,KSh 840,"KSh 1,000",16%,4.1 out of 5,
Fashion Butt Lifter Shapewear Underwear Briefs Hips Lifting Shaping Panties Sexy Shaper,KSh 596,KSh 806,26%,3.8 out of 5,
Fashion 24 Pcs Naked Professional Makeup Brush Set Tools Kit Spray Holder,"KSh 1,200","KSh 1,500",20%,3.6 out of 5,
Fashion Men's Striped Shirts Long-sleeved Polo T-shirt Business-Black,KSh 860,"KSh 1,200",28%,4 out of 5,
"Multi Functional Combination Shelf, Clothes Rack, Shelf, Furniture Shelf, Grey","KSh 1,819","KSh 2,270",20%,4.3 out of 5,
Fashion Women's Luxurious Fine Diamond Pearl Hollow Hoop Heart  Earrings Set 9 Pair,KSh 352,KSh 709,50%,4.4 out of 5,
Fashion Mens Casual Leather Half Loafers & Slip-ons Slippers Open Shoes Sandals Black,"KSh 1,660","KSh 2,757",40%,3.6 out of 5,
Women's Flats  Shoes Girl Ballet Shoes,KSh 890 - KSh 990,"KSh 1,400 - KSh 1,600",44%,3.7 out of 5,
Fashion Mens T-shirt Turtle Neck Sweatshirt Casual Long Sleeve Shirts-Black,KSh 680,"KSh 1,051",35%,3.4 out of 5,
Stereo F9 Bluetooth Earphone Power Headset,KSh 591,"KSh 1,133",48%,3.8 out of 5,
6 In 1 SD Card Reader TF/Micro SD Memory Cards - OTG Flash Drive Adapter,KSh 499,KSh 750,33%,4.6 out of 5,
Fashion Men's High-top Sports Casual Shoes Tide Shoes.,"KSh 1,899","KSh 2,900",35%,4.2 out of 5,
Men's Casual Pants Street High Waist Cargo Pants Jogging Harem Pants Hip Hop (Black),KSh 778,"KSh 1,390",44%,4 out of 5,
TWS Bone Conduction Bluetooth Earphone Wireless Sports Headset,KSh 599,"KSh 1,078",44%,3.5 out of 5,
Fashion High Top Sneakers Men's Casual Leather Boots Shoes - White,"KSh 1,650","KSh 3,247 - KSh 3,400",51%,4 out of 5,
Binbond Men's Watch Fashion Waterproof Sport Quartz Business Watch,"KSh 1,080","KSh 1,599",32%,4.3 out of 5,
Wireless Lavalier Microphone For Phone(Type-C&iPhone),"KSh 1,260","KSh 1,846",32%,4.3 out of 5,
Fashion Ladies Shoes Sandals Women Shoes Heels Casual Shoes,KSh 899,"KSh 1,552",42%,3.7 out of 5,
Fashion Men's 2 In 1 Short Sleeve Round Neck T-Shirt & Shorts Set- Navy Blue,KSh 960,"KSh 1,600 - KSh 1,706",44%,3.4 out of 5,
Fashion New Men's Breathable Black Leather Casual Shoes,KSh 990,"KSh 1,225",19%,4 out of 5,
Fashion Women Shoes Sandals Heels Slippers Ladies Shoes Casual Shoes,KSh 929,"KSh 1,799",48%,4 out of 5,
Fashion Men's Trendy Zipper Comfort Hoodie Varsity Sport Coat Jacket Sweatshirts - White,KSh 930,"KSh 1,384",33%,4 out of 5,
RichRipple Lighthouse White Portable Power Bank 10000mAh,KSh 931,"KSh 1,699",45%,3.6 out of 5,
Fashion Mens Long Sleeve Shirts Casual Trendy Sweatshirts Sport-Multicolour,KSh 794 - KSh 880,"KSh 1,359",42%,3.9 out of 5,
Fashion Fashionable And Elegant Women's Crystal Bracelet-Rose Gold,KSh 94,KSh 204,54%,4 out of 5,
Fashion Formal Mens Steel Wrist Watches Quartz Waterproof Bracelet Italy Gold Black,KSh 597,"KSh 1,184",50%,4.1 out of 5,
Fashion Men's Oxfords Official Business Leather Shoes Loafers & Slip-Ons Formal- Black,"KSh 2,450","KSh 3,869",37%,4 out of 5,
Cosmetic Storage Box With Square Mirror Desktop Drawer Holder - White,"KSh 1,199","KSh 2,163",45%,4.2 out of 5,
Fashion Men Shoes Sneakers Skateboarding Shoes Sport Shoes Running Sneakers Casual Shoes,"KSh 1,099","KSh 1,790",39%,3.8 out of 5,
Kitchen Utensils 5 Piece Set-Red,KSh 496,"KSh 1,000",50%,3.8 out of 5,
Fashion Mens Sneakers Outdoor Hiking Mesh Fabric Non-slip Sports Breathable Shoes Black,"KSh 1,050","KSh 1,600",34%,3.9 out of 5,
Neck Fan Rechargeable Hanging Portable Bladeless Adjustable,KSh 481,KSh 900,47%,4.2 out of 5,
Fashion Shoes Laides Sneakers Women Shoes Sports Shoes,KSh 540 - KSh 599,KSh 666,19%,3.6 out of 5,
Wlisth Men's Watch Fashion Stainless Steel Quartz Watch,KSh 941,"KSh 1,958",52%,4.5 out of 5,
Fashion Mens 2 In 1 Men's Short Sleeve Shorts Set Shirts  -  White,KSh 840,"KSh 1,550",46%,3.9 out of 5,
Fashion 4Pcs Men's Underwear Breathable Comfortable Stretch Cotton Boxer Briefs,KSh 780,"KSh 1,200",35%,3.7 out of 5,
Fashion Mens Colorful Stitching Turtle Neck Polos Shirts Short Sleeve T-shirt,KSh 765,KSh 965,21%,3.7 out of 5,
Toothpick Floss Dental Floss Picks Teeth Whitening Dental Care Kits Cleaning Oral Care Tool,KSh 253,KSh 500,49%,4.6 out of 5,
Fashion Mens Fashion Bracelets V8 Super Speed Mechanical Black Leather  Wrist Watches,KSh 560,KSh 923,39%,3.5 out of 5,
Men Soccer Shoes AG High Ankle Football Boots Men Sneakers-White,"KSh 2,990","KSh 4,990",40%,4.6 out of 5,
Hikers 50'' Inch Frameless Android Smart 4K LED TV - Black,"KSh 33,599","KSh 49,999",33%,3.9 out of 5,
2Pcs/Set ABS Push Up Bar Body Training Tools,KSh 455,KSh 892,49%,4.9 out of 5,
Hikers 55'' Frameless Android Smart 4K LED TV - Black,"KSh 38,691","KSh 69,999",45%,3.7 out of 5,
Fashion Push Up Hip Pad Enhancer Panties Lace Control Body Shape Butt Lifter Underwear,KSh 649,KSh 767,15%,3.7 out of 5,
Fashion Ladies Shoes Athletic Shoes Casual Shoes Fashion Sneakers,"KSh 1,099","KSh 1,599",31%,4.3 out of 5,
Fashion Men's Casual Leather Flats Breathable Loafers & Slip-ons Moccasins Shoes Black,"KSh 1,240","KSh 2,140",42%,4.1 out of 5,
Fashion Mens Casual Long Sleeve Polos Shirt Business Trendy - White,KSh 860,"KSh 1,200",28%,3.4 out of 5,
Mini 4 Digit Combination Key Lock Box Wall Mount,"KSh 1,575","KSh 2,540",38%,5 out of 5,
Fashion 4 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags,KSh 849,"KSh 1,598",47%,3.9 out of 5,
"VIC Big 2.19"" IPS Full Touch Smart Watch BT Call Sport Heart Rate Health Monitor","KSh 1,370","KSh 2,500",45%,4.4 out of 5,
2.09 Smartwatch Full Touch Screen-HealthCheckwhite,"KSh 1,389","KSh 2,570",46%,4.7 out of 5,
Digital Display 5.3 Bluetooth Headset Stereo Transparent Shell,KSh 391,KSh 784,50%,3.3 out of 5,
Lenovo LP5 Noise Reduction Dynamic Driver Headset Grey,"KSh 1,480","KSh 1,990",26%,4.4 out of 5,
Wired Gaming Mouse USB Rechargeable Colorful RGB Mouse,KSh 390,KSh 731,47%,4.6 out of 5,
Fashion Mens Sneakers Mens Fashion Sneakers Outdoor Running Sneakers Classic Shoes,"KSh 1,250 - KSh 1,350","KSh 1,690",26%,3.9 out of 5,
2in1 Professional Vintage E27 Desk Lamp -Black- Flexible,"KSh 1,837","KSh 3,197",43%,4.8 out of 5,
Fashion Women Diamond Jewelry Pearl Triangle Ball Heart-shaped Stud Earrings Set-12Pairs,KSh 280,KSh 529,47%,4.1 out of 5,
Fashion Mens Casual Leather Half Loafers & Slip-ons Slippers Open Shoes Sandals Blue,"KSh 1,520","KSh 2,757",45%,3.9 out of 5,
Fashion Women Choker Fine Jewelry Chain Couple Diamond Pendant Necklaces Silver,KSh 167,KSh 369,55%,3.9 out of 5,
Fashion 5 Pcs Women Jewelry Set  Rhinestone Wrist Watch + Bracelet  - Silver,KSh 790,"KSh 1,471",46%,3.3 out of 5,
Fashion Mens Large Size Business Shoes Casual Loafers,"KSh 1,590","KSh 3,059",48%,3.2 out of 5,
3-in-1 Rotating USB Flash Drive Flash Disk 128G - Black,KSh 750,"KSh 1,300",42%,3.4 out of 5,
Fashion Trendy Sneakers For Ladies Causal Thick Soled White Shoes,"KSh 1,180","KSh 2,100",44%,4.6 out of 5,
Ladies Fragrance Mist Body Lotion Set - 70ml,KSh 152,KSh 332,54%,3.9 out of 5,
1080P Wireless Mini WiFi Camera Home Security Camera IP CCTV Surveillance IR Night Vision Motion,"KSh 2,190","KSh 3,620",40%,4.2 out of 5,
Fashion Men's Hawaiian Ink Print  Bottom-down Beach Short Sleeve T-Shirt Casual Tops,KSh 905,"KSh 1,000",10%,4.2 out of 5,
Fashion Men's Fashionable White Elegant Shoes Office Flat Leather Loafer Casual Rubber,"KSh 1,150 - KSh 1,160","KSh 1,990",42%,3.6 out of 5,
HP USB Flash Drive - 64GB + Keychain - Black,KSh 795,"KSh 1,209",34%,4.1 out of 5,
Bluetooth 5.1 Wireless Headphones Bluetooth Earphones 50Hrs Playtime Wireless Earbuds,KSh 660,"KSh 1,095",40%,3.8 out of 5,
Fashion Ladies Office Clothing Long Dresses Turkey Floral Sleeve Blue,"KSh 1,100","KSh 1,470",25%,4 out of 5,
Fashion Mens Vintage Graffiti Short Patterned Sleeve Button-Down Hawaii Beach Shirt-Red,KSh 753 - KSh 835,"KSh 1,274",41%,3.1 out of 5,
Fashion Trend Denim Shirts For Men Casual Wear,"KSh 1,150","KSh 1,973",42%,3.4 out of 5,
Fashion Mens Casual Trousers Jogger Jean Sports Sweat Pants Official - Grey,KSh 868 - KSh 962,"KSh 1,558",44%,4 out of 5,
Fashion Men's Casual Windbreak Lightweight Blazer Zipper Jacket & Coats - Dark Gray,"KSh 1,180","KSh 1,500",21%,4 out of 5,
Fashion Men Glossy Casual Brogue Official Leather Shoes Oxford Loafers & Slip-Ons Golden Black,"KSh 2,540","KSh 4,882",48%,4.3 out of 5,
Fashion 2pcs Men's Short-sleeved T-shirt + Shorts Set - Black,KSh 718,"KSh 1,400",49%,3.5 out of 5,
Fashion Short-sleeved T-shirt + Shorts (no Necklaces) - White,KSh 950 - KSh 990,"KSh 1,353",30%,3.2 out of 5,
Unisex Anti Blue Light Radiation Protective Computer Screen Glasses - Black,KSh 364,KSh 567,36%,4.1 out of 5,
Men's Tracksuit Sportswear Two Piece Set - Dark Blue,"KSh 1,800","KSh 2,500",28%,4.3 out of 5,
Fashion Six Pieces-in-1 Quality Ankle Socks,KSh 228,KSh 273,16%,3.3 out of 5,
"S9 Ultra 2 Smartwatch, Talk, 2.1-inch Full Screen","KSh 1,221","KSh 2,600",53%,4.1 out of 5,
Fashion 15 Pcs Naked Professional Makeup Brush Set Tools Kit Spray Holder,"KSh 1,300","KSh 1,647",21%,4.5 out of 5,
Fashion Mens Lightweight Winter Varsity Jackets Business Comfort Casual Zipper Sport - White,"KSh 1,050","KSh 1,851",43%,3.7 out of 5,
Fashion 15 Pcs Naked Professional Makeup Brush Set Tools Kit Spray Holder,"KSh 1,300","KSh 1,647",21%,4.5 out of 5,
Fashion Mens Lightweight Winter Varsity Jackets Business Comfort Casual Zipper Sport - White,"KSh 1,050","KSh 1,851",43%,3.7 out of 5,
Fashion Men's Printed T-shirt Slim Fit - Blue,KSh 560,KSh 796,30%,3.3 out of 5,
Fashion Men Sneakers Pops Shoes For Men,"KSh 1,390","KSh 2,012",31%,4.2 out of 5,
LASA Window Privacy Static Film Frosted Glass Non-Adhesive 90x200cm,KSh 451,KSh 700,36%,5 out of 5,
LBQ Mini 4 Digit Combination Key Lock Box,"KSh 1,464","KSh 2,199",33%,4.3 out of 5,
10000mAh Portable Power Bank Solar With Light,"KSh 1,025","KSh 2,000",49%,3.7 out of 5,
Fashion 5 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags,KSh 865,"KSh 1,841",53%,3.7 out of 5,
Oppo Refurbished A83 4GB+ 64GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Black）,"KSh 7,667","KSh 12,800",40%,3.4 out of 5,
Fashion Women's Office Floral Print Sleeve Long Grown Casual Dresses Party,"KSh 1,100","KSh 1,286",14%,3.6 out of 5,
Fashion Casual Shoulder Sports Sling Chest Bag Crossbody Bag USB Interface-Gray,KSh 440,KSh 799,45%,3.5 out of 5,
2.09 Smart Watch FullTouchscreen-BusinessSteelbelt,"KSh 1,575","KSh 2,856",45%,3 out of 5,
Fashion Mens Casual Trousers Jean Official Jogger Sports - Black,KSh 891,"KSh 1,254",29%,4.1 out of 5,
Fashion Mens Cotton Jacket Autumn&Winter Windbreak Blazers,"KSh 1,630","KSh 2,209",26%,3.4 out of 5,
Fashion 2pcs Ladies Shoulder Bag Small Bag Set PU Leather Handbags Brown Tote Bag,KSh 892,"KSh 1,822",51%,3.8 out of 5,
RichRipple 10000mAh PD40W Portable Power Bank Premium Black,KSh 931,"KSh 1,469",37%,3.8 out of 5,
Fashion 3 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,"KSh 1,172","KSh 2,059",43%,3.8 out of 5,
Fashion 2 In 1 Tracksuits Mens Suits Track Suit Sportswear,"KSh 1,800","KSh 2,703",33%,3.9 out of 5,
Digital Blood Pressure Monitor Machine Health Vascular Heartbeat Test,"KSh 1,542","KSh 3,167",51%,4.1 out of 5,
VIC Metal Tripod SET+ Remote Control+ Lens Selfie Stick Camera Live Streaming Stand,"KSh 1,170","KSh 1,990",41%,3.4 out of 5,
Fashion Ladies Shoulder Length Black Wigs Bob Hair Extensions With Fringe,KSh 726,"KSh 1,266",43%,3.6 out of 5,
Fashion 4M Waist Trainer Body Shaper Tummy Slimming Shaper Belt Belly Shapewear 10CM,KSh 533,KSh 640,17%,3.9 out of 5,
Fashion Men Glossy Casual Brogue Official Leather Shoes Oxford Loafers & Slip-Ons Golden,"KSh 2,540","KSh 4,882",48%,4.7 out of 5,
Fashion Breathable Fashion Soft Soled Canvas Shoes-black,KSh 890,"KSh 1,199",26%,4.3 out of 5,
